id,title,subtitle,category,subcategory,cover,rating,pages,language,price,is_premium,is_new,is_trending,description
323,Ijara Contracts,A comprehensive guide to ijara contracts,Islamic,Islamic Finance,/covers/cover_323.jpg,3.5,361,bilingual,850,false,false,false,"Discover the depth and beauty of Ijara Contracts. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
324,Sukuk Bonds,A comprehensive guide to sukuk bonds,Islamic,Islamic Finance,/covers/cover_324.jpg,3.6,368,urdu,650,false,false,false,"Discover the depth and beauty of Sukuk Bonds. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
325,Takaful Insurance,A comprehensive guide to takaful insurance,Islamic,Islamic Finance,/covers/cover_325.jpg,3.7,375,english,600,true,false,false,"Discover the depth and beauty of Takaful Insurance. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
326,Islamic ETFs,A comprehensive guide to islamic etfs,Islamic,Islamic Finance,/covers/cover_326.jpg,3.8,382,bilingual,1000,false,false,false,"Discover the depth and beauty of Islamic ETFs. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
327,Halal Stocks Screening,A comprehensive guide to halal stocks screening,Islamic,Islamic Finance,/covers/cover_327.jpg,3.9,389,urdu,600,false,false,false,"Discover the depth and beauty of Halal Stocks Screening. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
328,Gold and Silver,A comprehensive guide to gold and silver,Islamic,Islamic Finance,/covers/cover_328.jpg,4.0,396,english,750,false,false,false,"Discover the depth and beauty of Gold and Silver. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
329,Real Estate Islamic,A comprehensive guide to real estate islamic,Islamic,Islamic Finance,/covers/cover_329.jpg,4.1,403,bilingual,700,false,false,true,"Discover the depth and beauty of Real Estate Islamic. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
330,Cryptocurrency Halal,A comprehensive guide to cryptocurrency halal,Islamic,Islamic Finance,/covers/cover_330.jpg,4.2,410,urdu,1200,true,false,false,"Discover the depth and beauty of Cryptocurrency Halal. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
331,Sunnah Sleep,A comprehensive guide to sunnah sleep,Islamic,Islamic Lifestyle,/covers/cover_331.jpg,4.3,417,english,350,false,false,false,"Discover the depth and beauty of Sunnah Sleep. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
332,Sunnah Bath,A comprehensive guide to sunnah bath,Islamic,Islamic Lifestyle,/covers/cover_332.jpg,4.4,424,bilingual,800,false,false,false,"Discover the depth and beauty of Sunnah Bath. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
333,Sunnah Dress,A comprehensive guide to sunnah dress,Islamic,Islamic Lifestyle,/covers/cover_333.jpg,4.5,431,urdu,350,false,false,false,"Discover the depth and beauty of Sunnah Dress. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
334,Sunnah Eating,A comprehensive guide to sunnah eating,Islamic,Islamic Lifestyle,/covers/cover_334.jpg,4.6,438,english,700,false,false,false,"Discover the depth and beauty of Sunnah Eating. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
335,Sunnah Greetings,A comprehensive guide to sunnah greetings,Islamic,Islamic Lifestyle,/covers/cover_335.jpg,4.7,445,bilingual,450,true,false,false,"Discover the depth and beauty of Sunnah Greetings. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
336,Friday Routine,A comprehensive guide to friday routine,Islamic,Islamic Lifestyle,/covers/cover_336.jpg,4.8,452,urdu,650,false,false,true,"Discover the depth and beauty of Friday Routine. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
337,Eid Celebrations,A comprehensive guide to eid celebrations,Islamic,Islamic Lifestyle,/covers/cover_337.jpg,4.9,459,english,550,false,false,false,"Discover the depth and beauty of Eid Celebrations. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
338,Visiting the Sick,A comprehensive guide to visiting the sick,Islamic,Islamic Lifestyle,/covers/cover_338.jpg,5.0,466,bilingual,500,false,false,false,"Discover the depth and beauty of Visiting the Sick. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
339,Neighbor Rights,A comprehensive guide to neighbor rights,Islamic,Islamic Lifestyle,/covers/cover_339.jpg,5.1,473,urdu,650,false,false,false,"Discover the depth and beauty of Neighbor Rights. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
340,Guest Etiquette,A comprehensive guide to guest etiquette,Islamic,Islamic Lifestyle,/covers/cover_340.jpg,3.5,480,english,600,true,false,false,"Discover the depth and beauty of Guest Etiquette. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
341,Bedtime Stories Islamic,A comprehensive guide to bedtime stories islamic,Islamic,Parenting & Family,/covers/cover_341.jpg,3.6,487,bilingual,650,false,false,false,"Discover the depth and beauty of Bedtime Stories Islamic. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
342,Teaching Salah,A comprehensive guide to teaching salah,Islamic,Parenting & Family,/covers/cover_342.jpg,3.7,494,urdu,700,false,false,false,"Discover the depth and beauty of Teaching Salah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
343,Islamic Names Guide,A comprehensive guide to islamic names guide,Islamic,Parenting & Family,/covers/cover_343.jpg,3.8,101,english,750,false,false,true,"Discover the depth and beauty of Islamic Names Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
344,Adolescent Guidance,A comprehensive guide to adolescent guidance,Islamic,Parenting & Family,/covers/cover_344.jpg,3.9,108,bilingual,350,false,false,false,"Discover the depth and beauty of Adolescent Guidance. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
345,Blended Families,A comprehensive guide to blended families,Islamic,Parenting & Family,/covers/cover_345.jpg,4.0,115,urdu,350,true,false,false,"Discover the depth and beauty of Blended Families. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
346,Single Parenting,A comprehensive guide to single parenting,Islamic,Parenting & Family,/covers/cover_346.jpg,4.1,122,english,750,false,false,false,"Discover the depth and beauty of Single Parenting. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
347,Homeschooling Islamic,A comprehensive guide to homeschooling islamic,Islamic,Parenting & Family,/covers/cover_347.jpg,4.2,129,bilingual,750,false,false,false,"Discover the depth and beauty of Homeschooling Islamic. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
348,Digital Parenting,A comprehensive guide to digital parenting,Islamic,Parenting & Family,/covers/cover_348.jpg,4.3,136,urdu,450,false,false,false,"Discover the depth and beauty of Digital Parenting. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
349,Saying No with Love,A comprehensive guide to saying no with love,Islamic,Parenting & Family,/covers/cover_349.jpg,4.4,143,english,650,false,false,false,"Discover the depth and beauty of Saying No with Love. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
350,Family Meetings,A comprehensive guide to family meetings,Islamic,Parenting & Family,/covers/cover_350.jpg,4.5,150,bilingual,500,true,false,true,"Discover the depth and beauty of Family Meetings. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
351,Fasting Benefits,A comprehensive guide to fasting benefits,Islamic,Islamic Health,/covers/cover_351.jpg,4.6,157,urdu,350,false,false,false,"Discover the depth and beauty of Fasting Benefits. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
352,Cupping Therapy,A comprehensive guide to cupping therapy,Islamic,Islamic Health,/covers/cover_352.jpg,4.7,164,english,450,false,false,false,"Discover the depth and beauty of Cupping Therapy. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
353,Hijama Guide,A comprehensive guide to hijama guide,Islamic,Islamic Health,/covers/cover_353.jpg,4.8,171,bilingual,700,false,false,false,"Discover the depth and beauty of Hijama Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
354,Olive Oil Benefits,A comprehensive guide to olive oil benefits,Islamic,Islamic Health,/covers/cover_354.jpg,4.9,178,urdu,450,false,false,false,"Discover the depth and beauty of Olive Oil Benefits. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
355,Dates Nutrition,A comprehensive guide to dates nutrition,Islamic,Islamic Health,/covers/cover_355.jpg,5.0,185,english,600,true,false,false,"Discover the depth and beauty of Dates Nutrition. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
356,Honey Healing,A comprehensive guide to honey healing,Islamic,Islamic Health,/covers/cover_356.jpg,5.1,192,bilingual,450,false,false,false,"Discover the depth and beauty of Honey Healing. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
357,Black Seed Oil,A comprehensive guide to black seed oil,Islamic,Islamic Health,/covers/cover_357.jpg,3.5,199,urdu,350,false,false,true,"Discover the depth and beauty of Black Seed Oil. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
358,Islamic Dental Care,A comprehensive guide to islamic dental care,Islamic,Islamic Health,/covers/cover_358.jpg,3.6,206,english,450,false,false,false,"Discover the depth and beauty of Islamic Dental Care. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
359,Eye Care Sunnah,A comprehensive guide to eye care sunnah,Islamic,Islamic Health,/covers/cover_359.jpg,3.7,213,bilingual,800,false,false,false,"Discover the depth and beauty of Eye Care Sunnah. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
360,Posture in Islam,A comprehensive guide to posture in islam,Islamic,Islamic Health,/covers/cover_360.jpg,3.8,220,urdu,550,true,false,false,"Discover the depth and beauty of Posture in Islam. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
361,Working Women Balance,A comprehensive guide to working women balance,Islamic,Women in Islam,/covers/cover_361.jpg,3.9,227,english,700,false,false,false,"Discover the depth and beauty of Working Women Balance. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
362,Education for Women,A comprehensive guide to education for women,Islamic,Women in Islam,/covers/cover_362.jpg,4.0,234,bilingual,450,false,false,false,"Discover the depth and beauty of Education for Women. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
363,Political Role,A comprehensive guide to political role,Islamic,Women in Islam,/covers/cover_363.jpg,4.1,241,urdu,550,false,false,false,"Discover the depth and beauty of Political Role. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
364,Economic Independence,A comprehensive guide to economic independence,Islamic,Women in Islam,/covers/cover_364.jpg,4.2,248,english,400,false,false,true,"Discover the depth and beauty of Economic Independence. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
365,Spiritual Routines,A comprehensive guide to spiritual routines,Islamic,Women in Islam,/covers/cover_365.jpg,4.3,255,bilingual,600,true,false,false,"Discover the depth and beauty of Spiritual Routines. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
366,Pregnancy in Islam,A comprehensive guide to pregnancy in islam,Islamic,Women in Islam,/covers/cover_366.jpg,4.4,262,urdu,500,false,false,false,"Discover the depth and beauty of Pregnancy in Islam. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
367,Postpartum Care,A comprehensive guide to postpartum care,Islamic,Women in Islam,/covers/cover_367.jpg,4.5,269,english,800,false,false,false,"Discover the depth and beauty of Postpartum Care. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
368,Menopause Guide,A comprehensive guide to menopause guide,Islamic,Women in Islam,/covers/cover_368.jpg,4.6,276,bilingual,600,false,false,false,"Discover the depth and beauty of Menopause Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
369,Widow's Rights,A comprehensive guide to widow's rights,Islamic,Women in Islam,/covers/cover_369.jpg,4.7,283,urdu,550,false,false,false,"Discover the depth and beauty of Widow's Rights. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
370,Divorce Counseling,A comprehensive guide to divorce counseling,Islamic,Women in Islam,/covers/cover_370.jpg,4.8,290,english,500,true,false,false,"Discover the depth and beauty of Divorce Counseling. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
371,Islamic Role Models,A comprehensive guide to islamic role models,Islamic,Youth & Teens,/covers/cover_371.jpg,4.9,297,bilingual,400,false,false,true,"Discover the depth and beauty of Islamic Role Models. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
372,Balancing Deen and Dunya,A comprehensive guide to balancing deen and dunya,Islamic,Youth & Teens,/covers/cover_372.jpg,5.0,304,urdu,350,false,false,false,"Discover the depth and beauty of Balancing Deen and Dunya. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
373,Study Techniques,A comprehensive guide to study techniques,Islamic,Youth & Teens,/covers/cover_373.jpg,5.1,311,english,500,false,false,false,"Discover the depth and beauty of Study Techniques. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
374,Exam Duas,A comprehensive guide to exam duas,Islamic,Youth & Teens,/covers/cover_374.jpg,3.5,318,bilingual,400,false,false,false,"Discover the depth and beauty of Exam Duas. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
375,Volunteering,A comprehensive guide to volunteering,Islamic,Youth & Teens,/covers/cover_375.jpg,3.6,325,urdu,750,true,false,false,"Discover the depth and beauty of Volunteering. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
376,Youth Camps,A comprehensive guide to youth camps,Islamic,Youth & Teens,/covers/cover_376.jpg,3.7,332,english,350,false,false,false,"Discover the depth and beauty of Youth Camps. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
377,Islamic Games,A comprehensive guide to islamic games,Islamic,Youth & Teens,/covers/cover_377.jpg,3.8,339,bilingual,700,false,false,false,"Discover the depth and beauty of Islamic Games. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
378,Podcast Guide,A comprehensive guide to podcast guide,Islamic,Youth & Teens,/covers/cover_378.jpg,3.9,346,urdu,650,false,false,true,"Discover the depth and beauty of Podcast Guide. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
379,YouTube Content,A comprehensive guide to youtube content,Islamic,Youth & Teens,/covers/cover_379.jpg,4.0,353,english,500,false,false,false,"Discover the depth and beauty of YouTube Content. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
380,Creating Impact,A comprehensive guide to creating impact,Islamic,Youth & Teens,/covers/cover_380.jpg,4.1,360,bilingual,750,true,false,false,"Discover the depth and beauty of Creating Impact. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
381,Islamic Manners,A comprehensive guide to islamic manners,Islamic,Islamic Kids,/covers/cover_381.jpg,4.2,367,urdu,300,false,false,false,"Discover the depth and beauty of Islamic Manners. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
382,Kindness Stories,A comprehensive guide to kindness stories,Islamic,Islamic Kids,/covers/cover_382.jpg,4.3,374,english,300,false,false,false,"Discover the depth and beauty of Kindness Stories. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
383,Honesty Tales,A comprehensive guide to honesty tales,Islamic,Islamic Kids,/covers/cover_383.jpg,4.4,381,bilingual,350,false,false,false,"Discover the depth and beauty of Honesty Tales. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
384,Sharing Lessons,A comprehensive guide to sharing lessons,Islamic,Islamic Kids,/covers/cover_384.jpg,4.5,388,urdu,500,false,false,false,"Discover the depth and beauty of Sharing Lessons. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
385,Cleanliness Habits,A comprehensive guide to cleanliness habits,Islamic,Islamic Kids,/covers/cover_385.jpg,4.6,395,english,500,true,false,true,"Discover the depth and beauty of Cleanliness Habits. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
386,Animal Stories Quran,A comprehensive guide to animal stories quran,Islamic,Islamic Kids,/covers/cover_386.jpg,4.7,402,bilingual,400,false,false,false,"Discover the depth and beauty of Animal Stories Quran. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
387,Nature in Quran,A comprehensive guide to nature in quran,Islamic,Islamic Kids,/covers/cover_387.jpg,4.8,409,urdu,500,false,false,false,"Discover the depth and beauty of Nature in Quran. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
388,Space and Quran,A comprehensive guide to space and quran,Islamic,Islamic Kids,/covers/cover_388.jpg,4.9,416,english,550,false,false,false,"Discover the depth and beauty of Space and Quran. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
389,Islamic Puzzles,A comprehensive guide to islamic puzzles,Islamic,Islamic Kids,/covers/cover_389.jpg,5.0,423,bilingual,500,false,false,false,"Discover the depth and beauty of Islamic Puzzles. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
390,Kids Quiz Book,A comprehensive guide to kids quiz book,Islamic,Islamic Kids,/covers/cover_390.jpg,5.1,430,urdu,550,true,false,false,"Discover the depth and beauty of Kids Quiz Book. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
391,Angels of Death,A comprehensive guide to angels of death,Islamic,Death & Afterlife,/covers/cover_391.jpg,3.5,437,english,450,false,false,false,"Discover the depth and beauty of Angels of Death. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
392,Questioning in Grave,A comprehensive guide to questioning in grave,Islamic,Death & Afterlife,/covers/cover_392.jpg,3.6,444,bilingual,550,false,false,true,"Discover the depth and beauty of Questioning in Grave. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
393,Munkar and Nakir,A comprehensive guide to munkar and nakir,Islamic,Death & Afterlife,/covers/cover_393.jpg,3.7,451,urdu,450,false,false,false,"Discover the depth and beauty of Munkar and Nakir. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
394,Punishment of Grave,A comprehensive guide to punishment of grave,Islamic,Death & Afterlife,/covers/cover_394.jpg,3.8,458,english,450,false,false,false,"Discover the depth and beauty of Punishment of Grave. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
395,Day of Standing,A comprehensive guide to day of standing,Islamic,Death & Afterlife,/covers/cover_395.jpg,3.9,465,bilingual,550,true,false,false,"Discover the depth and beauty of Day of Standing. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
396,Trumpet Blast,A comprehensive guide to trumpet blast,Islamic,Death & Afterlife,/covers/cover_396.jpg,4.0,472,urdu,500,false,false,false,"Discover the depth and beauty of Trumpet Blast. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
397,Gathering Place,A comprehensive guide to gathering place,Islamic,Death & Afterlife,/covers/cover_397.jpg,4.1,479,english,350,false,false,false,"Discover the depth and beauty of Gathering Place. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
398,Book of Deeds,A comprehensive guide to book of deeds,Islamic,Death & Afterlife,/covers/cover_398.jpg,4.2,486,bilingual,500,false,false,false,"Discover the depth and beauty of Book of Deeds. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
399,Shafa'at Explained,A comprehensive guide to shafa'at explained,Islamic,Death & Afterlife,/covers/cover_399.jpg,4.3,493,urdu,600,false,false,true,"Discover the depth and beauty of Shafa'at Explained. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
400,Shuhada Status,A comprehensive guide to shuhada status,Islamic,Death & Afterlife,/covers/cover_400.jpg,4.4,100,english,350,true,false,false,"Discover the depth and beauty of Shuhada Status. This carefully crafted book offers insights, guidance, and practical knowledge for readers seeking to expand their understanding."
401,Khidmat-e-Walidain,Serving Parents with Love,Islamic,Parenting & Family,/covers/cover_003_khidmat_e_walidain.jpg,4.9,156,bilingual,0,false,true,true,"A heartfelt guide to serving and honoring parents in Islam. Discover the rewards, duties, and beautiful relationship between children and parents."
402,Tibb-e-Nabwi,Prophetic Medicine Unveiled,Islamic,Islamic Health,/covers/cover_038_tibb_e_nabwi.jpg,4.8,203,bilingual,450,true,true,true,"Ancient healing wisdom from the Sunnah for modern life. Natural remedies, dietary guidance, and holistic health practices from Islamic tradition."
403,Halal Fitness,Islamic Health & Wellness,Islamic,Sports & Fitness,/covers/cover_039_halal_fitness.jpg,4.7,178,english,550,true,true,true,"Achieve your fitness goals while staying true to Islamic principles. Workouts, nutrition, and wellness for Muslim men and women."
404,Pakistani Food Guide,Authentic Recipes & Stories,Islamic,Cooking & Food,/covers/cover_041_pakistani_food_guide.jpg,4.9,245,bilingual,650,true,true,true,"A culinary journey through Pakistan's rich food heritage. Traditional recipes, cooking techniques, and the stories behind every dish."
405,Working Muslimah,Balancing Career & Faith,Islamic,Women in Islam,/covers/cover_203_working_muslimah.jpg,4.8,189,english,500,true,true,true,"Empowering Muslim women to thrive in their careers while maintaining their faith. Success stories, practical tips, and Islamic guidance."
406,Money for Students,Financial Literacy for Youth,General Knowledge,Finance,/covers/cover_212_money_for_students.jpg,4.6,134,english,350,true,true,true,"Essential money management skills every student needs to learn. Budgeting, saving, and smart spending for young adults."
407,Watching Me,A Gripping Thriller,General Knowledge,Psychology,/covers/p08_v5.jpg,4.7,312,english,850,true,true,true,Her followers saw him first. He is already inside. A heart-pounding psychological thriller that will keep you guessing until the last page.
408,The Followers,Dark Secrets Unveiled,General Knowledge,Psychology,/covers/p08_v15.jpg,4.5,278,english,750,true,true,true,A cult. A conspiracy. A woman who will not stay silent. A chilling mystery novel exploring the dark side of social influence.
409,Map of Lies,A Psychological Thriller,General Knowledge,Psychology,/covers/podcast_02_mehndi_ki_raat.jpg,4.8,296,bilingual,800,true,true,true,Every pattern tells a story. Every story hides a lie. A gripping psychological thriller set in a world of art and deception.
410,The Matriarch,Power. Legacy. Family.,General Knowledge,Relationships,/covers/podcast_04_rishta_aunty.jpg,4.9,334,english,950,true,true,true,"She built an empire. Now she must protect it from those she loves most. A powerful family drama about legacy, loyalty, and betrayal."
